"latestdataforgrade","schoolyearstart","schoolyearend","locationabbr","topic","grade","indicator","datasource","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_interval","high_confidence_interval","confidence_interval_footnote_symbol","confidence_interval_footnote","sample_size","response_rate","response_rate_footnote_symbol","response_rate_footnote","adjusted_for_nonresponse","percent_eligible_for_the_nslp_sampleschools","nslp_sampleschools_footnote_symbol","nslp_sampleschools_footnote","percent_eligible_for_the_nslp_samplestudents","nslp_samplestudents_footnote_symbol","nslp_samplestudents_footnote","percent_eligible_for_the_nslp_state","nslp_state_footnote_symbol","nslp_state_footnote","locationdesc","locationid","geolocation","gradeid","sortgradeid","indicatorid"
"No","2012","2013","TX","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","66.8",,,"61.8","71.9",,,"6351","43",,,"Yes","60",,,"64",,,"58",,,"Texas","48","
,  
(31.827240407000488, -99.42677020599967)","3GRADE","05","CHD1_1"
"No","2000","2001","UT","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.0",,,"20.0","24.0",,,"800","69",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","1GRADE","03","CHD1_3"
"No","2000","2001","UT","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","800","69",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","1GRADE","03","CHD1_2"
"No","2000","2001","UT","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","55.0",,,"52.0","58.0",,,"800","69",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","1GRADE","03","CHD1_1"
"No","2000","2001","UT","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","60.0",,,"58.0","63.0",,,"800","62",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","2GRADE","04","CHD1_1"
"No","2000","2001","UT","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage",,"NC","Not Collected",,,"NC","Not Collected","800","62",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","2GRADE","04","CHD1_2"
"No","2000","2001","UT","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.0",,,"20.0","24.0",,,"800","62",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","2GRADE","04","CHD1_3"
"No","2010","2011","UT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.3",,,"55.2","63.4",,,"937","54",,,"Yes","46",,,,"NC","Not Collected","42",,,"Utah","49","
,  
(39.360700171000474, -111.58713063499971)","3GRADE","05","CHD1_1"
"No","2010","2011","UT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","19.8",,,"16.5","23.1",,,"937","54",,,"Yes","46",,,,"NC","Not Collected","42",,,"Utah","49","
,  
(39.360700171000474, -111.58713063499971)","3GRADE","05","CHD1_3"
"No","2000","2001","UT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","61.0",,,"59.0","64.0",,,"800","51",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","3GRADE","05","CHD1_1"
"No","2000","2001","UT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","50.0",,,"46.0","54.0",,,"800","51",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","3GRADE","05","CHD1_2"
"No","2000","2001","UT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","23.0",,,"21.0","25.0",,,"800","51",,,"No",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Utah","49","
,  
(39.360700171000474, -111.58713063499971)","3GRADE","05","CHD1_3"
"No","2010","2011","UT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","41.9",,,"37.9","46.0",,,"937","54",,,"Yes","46",,,,"NC","Not Collected","42",,,"Utah","49","
,  
(39.360700171000474, -111.58713063499971)","3GRADE","05","CHD1_2"
"No","2002","2003","VT","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","35.5",,,"28.8","42.1",,,"417","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","1GRADE","03","CHD1_1"
"No","2002","2003","VT","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","12.5",,,"7.9","17.1",,,"417","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","1GRADE","03","CHD1_2"
"No","2002","2003","VT","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.2",,,"11.9","22.6",,,"417","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","1GRADE","03","CHD1_3"
"No","2013","2014","VT","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13.1",,,"8.7","17.4",,,"873","78",,,"Yes","42",,,,"NC","Not Collected","40",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","KGRADE","02","CHD1_3"
"No","2013","2014","VT","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","29.2",,,"23.3","35.0",,,"873","78",,,"Yes","42",,,,"NC","Not Collected","40",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","KGRADE","02","CHD1_1"
"No","2002","2003","VT","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","42.3",,,"33.9","50.6",,,"412","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","2GRADE","04","CHD1_2"
"No","2002","2003","VT","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","40.1",,,"34.3","45.9",,,"412","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","2GRADE","04","CHD1_1"
"No","2002","2003","VT","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","14.2",,,"10.1","18.4",,,"412","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","2GRADE","04","CHD1_3"
"No","2002","2003","VT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","16.2",,,"12.9","19.5",,,"409","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_3"
"No","2002","2003","VT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","45.1",,,"39.0","51.1",,,"409","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_1"
"No","2009","2010","VT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","64.4",,,"56.8","72.0",,,"270","45",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_2"
"No","2013","2014","VT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","51.6",,,"45.0","58.2",,,"852","75",,,"Yes","42",,,,"NC","Not Collected","40",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_2"
"No","2013","2014","VT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","34.5",,,"26.6","42.4",,,"852","75",,,"Yes","42",,,,"NC","Not Collected","40",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_1"
"No","2009","2010","VT","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","38.9",,,"29.2","48.6",,,"270","45",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_1"
"No","2013","2014","VT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","10.8",,,"7.7","13.9",,,"852","75",,,"Yes","42",,,,"NC","Not Collected","40",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_3"
"No","2002","2003","VT","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","66.1",,,"59.4","72.9",,,"409","68",,,"Yes","31",,,,"NC","Not Collected","31",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_2"
"No","2009","2010","VT","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","15.2",,,"6.7","23.8",,,"270","45",,,"Yes","39",,,"39",,,"41",,,"Vermont","50","
,  
(43.62538123900049, -72.51764079099962)","3GRADE","05","CHD1_3"
"No","2008","2009","VA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","49.4",,,"49.0","49.7",,,"7838","52",,,"No","38",,,"29",,,"34",,,"Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","3GRADE","05","CHD1_2"
"No","2008","2009","VA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","47.4",,,"47.1","47.7",,,"7838","52",,,"No","38",,,"29",,,"34",,,"Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","3GRADE","05","CHD1_1"
"No","2008","2009","VA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","15.4",,,"15.2","15.7",,,"7838","52",,,"No","38",,,"29",,,"34",,,"Virginia","51","
,  
(37.54268067400045, -78.45789046299967)","3GRADE","05","CHD1_3"
"No","2009","2010","WA","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13.0",,,"10.7","15.6",,,"1597","76",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Washington","53","
,  
(47.52227862900048, -120.47001078999972)","HGRADE","01","CHD1_3"
"No","2009","2010","WA","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","40.3",,,"37.0","43.8",,,"1597","76",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Washington","53","
,  
(47.52227862900048, -120.47001078999972)","HGRADE","01","CHD1_1"
"No","2009","2010","WA","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13.8",,,"12.5","15.1",,,"2858","82",,,"Yes","46",,,"45",,,"45",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","KGRADE","02","CHD1_3"
"No","2009","2010","WA","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","39.3",,,"37.4","41.1",,,"2858","82",,,"Yes","46",,,"45",,,"45",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","KGRADE","02","CHD1_1"
"No","1999","2000","WA","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","54.7",,,"52.1","57.3",,,"1401","40",,,"No","37",,,"37",,,"31",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_1"
"No","1999","2000","WA","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","40.5",,,"38.0","43.1",,,"1401","40",,,"No","37",,,"37",,,"31",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_2"
"No","1999","2000","WA","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","21.7",,,"19.5","23.9",,,"1401","40",,,"No","37",,,"37",,,"31",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_3"
"No","2004","2005","WA","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","39.3",,,"35.3","43.3",,,"3658","81",,,"Yes","38",,,,"NC","Not Collected","40",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_2"
"No","2004","2005","WA","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","58.2",,,"54.7","61.7",,,"3658","81",,,"Yes","38",,,,"NC","Not Collected","40",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_1"
"No","2004","2005","WA","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","20.4",,,"18.0","22.7",,,"3658","81",,,"Yes","38",,,,"NC","Not Collected","40",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","2GRADE","04","CHD1_3"
"No","1999","2000","WA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","55.5",,,"52.7","58.3",,,"1217","40",,,"No","37",,,"37",,,"31",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_2"
"No","2004","2005","WA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","50.4",,,"46.8","54.1",,,"3633","77",,,"Yes","38",,,,"NC","Not Collected","40",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_2"
"No","2009","2010","WA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","57.9",,,"56.1","59.7",,,"2875","80",,,"Yes","46",,,"51",,,"45",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_1"
"No","1999","2000","WA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","20.5",,,"18.3","22.8",,,"1217","40",,,"No","37",,,"37",,,"31",,,"Washington","53","
,  
(47.52227862900048, -120.47001078999972)","3GRADE","05","CHD1_3"
